Symbol,GICS Sector,GICS Sub-Industry
YI,Health Care,Medical/Nursing Services
PIH,Finance,Property-Casualty Insurers
PIHPP,Finance,Property-Casualty Insurers
TURN,Finance,Finance/Investors Services
FLWS,Consumer Services,Other Specialty Stores
BCOW,Finance,Banks
FCCY,Finance,Savings Institutions
SRCE,Finance,Major Banks
VNET,Technology,"Computer Software: Programming, Data Processing"
TWOU,Technology,Computer Software: Prepackaged Software
QFIN,Finance,Finance: Consumer Services
TPNL,Miscellaneous,Business Services
JOBS,Technology,Diversified Commercial Services
EGHT,Technology,EDP Services
AAON,Capital Goods,Industrial Machinery/Components
ABEO,Health Care,Major Pharmaceuticals
ABEOW,Health Care,Major Pharmaceuticals
ABIL,Consumer Durables,Telecommunications Equipment
ABMD,Health Care,Medical/Dental Instruments
AXAS,Energy,Oil & Gas Production
ACIU,Health Care,Major Pharmaceuticals
ACIA,Technology,Semiconductors
ACTG,Miscellaneous,Multi-Sector Companies
ACHC,Health Care,Medical Specialities
ACAD,Health Care,Major Pharmaceuticals
ACST,Health Care,Major Pharmaceuticals
AXDX,Capital Goods,Biotechnology: Laboratory Analytical Instruments
XLRN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARAY,Health Care,Medical/Dental Instruments
ACRX,Health Care,Major Pharmaceuticals
ACER,Health Care,Major Pharmaceuticals
ACET,Health Care,Other Pharmaceuticals
AKAO,Health Care,Major Pharmaceuticals
ACHV,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACHN,Health Care,Major Pharmaceuticals
ACIW,Technology,Computer Software: Prepackaged Software
ACRS,Health Care,Major Pharmaceuticals
ACMR,Technology,Industrial Machinery/Components
ACNB,Finance,Major Banks
ACOR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATVI,Technology,Computer Software: Prepackaged Software
ADMS,Health Care,Major Pharmaceuticals
ADMP,Health Care,Major Pharmaceuticals
ADAP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADUS,Health Care,Medical/Nursing Services
AEY,Consumer Services,Office Equipment/Supplies/Services
IOTS,Technology,Semiconductors
ADIL,Health Care,Major Pharmaceuticals
ADILW,Health Care,Major Pharmaceuticals
ADMA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Technology,Computer Software: Prepackaged Software
ADOM,Capital Goods,Auto Parts:O.E.M.
ADTN,Public Utilities,Telecommunications Equipment
ADRO,Health Care,Major Pharmaceuticals
ADES,Basic Industries,Major Chemicals
AEIS,Capital Goods,Industrial Machinery/Components
AMD,Technology,Semiconductors
ADXS,Health Care,Major Pharmaceuticals
ADVM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DWMC,n/a,n/a
DWSH,n/a,n/a
BKCH,n/a,n/a
ACT,n/a,n/a
AEGN,Basic Industries,Water Supply
AGLE,Health Care,Major Pharmaceuticals
AEHR,Capital Goods,Electrical Products
AMTX,Basic Industries,Major Chemicals
AERI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVAV,Capital Goods,Aerospace
ARPO,Health Care,Major Pharmaceuticals
AEZS,Health Care,Major Pharmaceuticals
AEMD,Capital Goods,Biotechnology: Laboratory Analytical Instruments
GNMX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AFMD,Health Care,Major Pharmaceuticals
AGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGRX,Health Care,Major Pharmaceuticals
AGYS,Technology,EDP Services
AGIO,Health Care,Major Pharmaceuticals
AGMH,Technology,EDP Services
AGNC,Consumer Services,Real Estate Investment Trusts
AGNCB,Consumer Services,Real Estate Investment Trusts
AGNCN,Consumer Services,Real Estate Investment Trusts
AGFS,Finance,Business Services
AGFSW,Finance,Business Services
ALRN,Health Care,Major Pharmaceuticals
AIMT,Health Care,Major Pharmaceuticals
AIRT,Transportation,Air Freight/Delivery Services
ATSG,Transportation,Air Freight/Delivery Services
AIRG,Technology,Radio And Television Broadcasting And Communications Equipment
AMCN,Technology,Advertising
AKAM,Miscellaneous,Business Services
AKTX,Health Care,Major Pharmaceuticals
AKCA,Health Care,Major Pharmaceuticals
AKBA,Health Care,Major Pharmaceuticals
AKER,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX,Health Care,Major Pharmaceuticals
AKTS,Public Utilities,Telecommunications Equipment
ALRM,Technology,Computer Software: Prepackaged Software
ALSK,Public Utilities,Telecommunications Equipment
ALAC,Finance,Business Services
ALACR,Finance,Business Services
ALACU,Finance,Business Services
ALACW,Finance,Business Services
ALBO,Health Care,Major Pharmaceuticals
ABDC,n/a,n/a
ALDR,Health Care,Major Pharmaceuticals
ALDX,Health Care,Major Pharmaceuticals
ALEC,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALXN,Health Care,Major Pharmaceuticals
ALCO,Consumer Non-Durables,Farming/Seeds/Milling
ALGN,Health Care,Industrial Specialties
ALIM,Health Care,Major Pharmaceuticals
ALYA,Technology,"Computer Software: Programming, Data Processing"
ALJJ,Miscellaneous,Business Services
ALKS,Health Care,Major Pharmaceuticals
ALLK,Health Care,Major Pharmaceuticals
ABTX,Finance,Major Banks
ALGT,Transportation,Air Freight/Delivery Services
ALGR,Finance,Business Services
ALGRR,Finance,Business Services
ALGRU,Finance,Business Services
ALGRW,Finance,Business Services
ALNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARLP,Energy,Coal Mining
LNT,Public Utilities,Power Generation
AHPI,Health Care,Industrial Specialties
AMOT,Capital Goods,Electrical Products
ALQA,Health Care,Medical/Dental Instruments
ALLO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Technology,Computer Communications Equipment
MDRX,Technology,EDP Services
ALNY,Health Care,Major Pharmaceuticals
AOSL,Technology,Semiconductors
GOOG,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Technology,"Computer Software: Programming, Data Processing"
SMCP,n/a,n/a
ATEC,Health Care,Medical/Dental Instruments
ALPN,Health Care,Major Pharmaceuticals
AMR,Energy,Oil & Gas Production
AMRWW,Energy,Oil & Gas Production
AABA,Technology,EDP Services
ALTR,Technology,Computer Software: Prepackaged Software
ALT,Health Care,Major Pharmaceuticals
ASPS,Consumer Services,Other Consumer Services
AIMC,Capital Goods,Industrial Machinery/Components
ALTM,Energy,Oil & Gas Production
AMAG,Health Care,Major Pharmaceuticals
AMAL,Consumer Non-Durables,Textiles
AMRN,Health Care,Major Pharmaceuticals
AMRK,Basic Industries,Other Specialty Stores
AMZN,Consumer Services,Catalog/Specialty Distribution
AMBC,Finance,Property-Casualty Insurers
AMBCW,Finance,Property-Casualty Insurers
AMBA,Technology,Semiconductors
AMCX,Consumer Services,Television Services
AMCI,Finance,Business Services
AMCIU,Finance,Business Services
AMCIW,Finance,Business Services
DOX,Technology,EDP Services
AMED,Health Care,Medical/Nursing Services
UHAL,Consumer Services,Rental/Leasing Companies
AMRH,Technology,Semiconductors
AMRHW,Technology,Semiconductors
ATAX,Finance,Finance: Consumer Services
AMOV,Public Utilities,Telecommunications Equipment
AAL,Transportation,Air Freight/Delivery Services
AETI,Energy,Industrial Machinery/Components
AFIN,Consumer Services,Real Estate Investment Trusts
AMNB,Finance,Major Banks
ANAT,Finance,Life Insurance
AOBC,Capital Goods,Ordnance And Accessories
APEI,Consumer Services,Other Consumer Services
AREC,Consumer Services,Other Consumer Services
AMRB,Finance,Major Banks
AMSWA,Technology,Computer Software: Prepackaged Software
AMSC,Consumer Durables,Metal Fabrications
AMWD,Basic Industries,Forest Products
CRMT,Consumer Durables,Automotive Aftermarket
ABCB,Finance,Major Banks
AMSF,Finance,Property-Casualty Insurers
ASRV,Finance,Major Banks
ASRVP,Finance,Major Banks
ATLO,Finance,Major Banks
AMGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,Health Care,Major Pharmaceuticals
AMKR,Technology,Semiconductors
AMPH,Health Care,Major Pharmaceuticals
IBUY,n/a,n/a
ASYS,Technology,Industrial Machinery/Components
AMRS,Basic Industries,Major Chemicals
ADI,Technology,Semiconductors
ANAB,Health Care,Major Pharmaceuticals
AVXL,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCN,Health Care,Major Pharmaceuticals
ANDAU,Finance,Business Services
ANGI,Consumer Services,Advertising
ANGO,Health Care,Medical/Dental Instruments
ANIP,Health Care,Major Pharmaceuticals
ANIK,Health Care,Medical/Dental Instruments
ANIX,Health Care,Medical Specialities
ANSS,Technology,Computer Software: Prepackaged Software
ATRS,Health Care,Medical/Dental Instruments
APLS,Health Care,Major Pharmaceuticals
APOG,Capital Goods,Auto Parts:O.E.M.
APEN,Health Care,Medical/Dental Instruments
AINV,n/a,n/a
AMEH,Consumer Services,Professional Services
APPF,Technology,Computer Software: Prepackaged Software
APPN,Technology,Computer Software: Prepackaged Software
AAPL,Technology,Computer Manufacturing
ARCI,Consumer Services,Home Furnishings
APDN,Consumer Services,Other Consumer Services
APDNW,Consumer Services,Other Consumer Services
AGTC,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAT,Technology,Semiconductors
AAOI,Technology,Semiconductors
AREX,Energy,Oil & Gas Production
APVO,Health Care,Major Pharmaceuticals
APTX,Health Care,Major Pharmaceuticals
APM,Health Care,Major Pharmaceuticals
APTO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APYX,Health Care,Medical/Dental Instruments
AQMS,Basic Industries,Metal Fabrications
AQB,n/a,n/a
AQST,Health Care,Major Pharmaceuticals
AQXP,Health Care,Major Pharmaceuticals
PETX,Health Care,Major Pharmaceuticals
ARAV,Health Care,Major Pharmaceuticals
ABUS,Health Care,Major Pharmaceuticals
ARCW,Capital Goods,Metal Fabrications
ABIO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,Basic Industries,Agricultural Chemicals
ARCB,Transportation,Trucking Freight/Courier Services
ACGL,Finance,Property-Casualty Insurers
ACGLO,Finance,Property-Casualty Insurers
ACGLP,Finance,Property-Casualty Insurers
FUV,Consumer Non-Durables,Motor Vehicles
ARCE,Consumer Services,Other Consumer Services
ARCT,n/a,n/a
ARDX,Health Care,Major Pharmaceuticals
ARNA,Health Care,Major Pharmaceuticals
ARCC,n/a,n/a
ARGX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARDS,Health Care,Major Pharmaceuticals
ARKR,Consumer Services,Restaurants
ARTX,Miscellaneous,Industrial Machinery/Components
ARQL,Health Care,Major Pharmaceuticals
ARRY,Health Care,Major Pharmaceuticals
ARRS,Technology,Radio And Television Broadcasting And Communications Equipment
DWCR,n/a,n/a
DWAT,n/a,n/a
AROW,Finance,Major Banks
ARWR,Health Care,Major Pharmaceuticals
ASNS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTNA,Public Utilities,Water Supply
ARTW,Capital Goods,Industrial Machinery/Components
ARVN,Health Care,Major Pharmaceuticals
ARYA,Finance,Business Services
ARYAU,Finance,Business Services
ARYAW,Finance,Business Services
ASNA,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Health Care,Major Pharmaceuticals
ASCMA,Consumer Services,Other Consumer Services
APWC,Basic Industries,Telecommunications Equipment
ASLN,Health Care,Major Pharmaceuticals
ASML,Technology,Industrial Machinery/Components
ASPU,Consumer Services,Other Consumer Services
AZPN,Technology,EDP Services
ASMB,Health Care,Major Pharmaceuticals
ASRT,Health Care,Major Pharmaceuticals
ASFI,Finance,Finance Companies
ASTE,Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Capital Goods,Military/Government/Technical
ALOT,Technology,Computer peripheral equipment
ASTC,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASUR,Technology,EDP Services
ASV,Capital Goods,Construction/Ag Equipment/Trucks
ATAI,Consumer Services,Other Consumer Services
ATRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATNX,Health Care,Major Pharmaceuticals
ATHX,Health Care,Major Pharmaceuticals
AAME,Finance,Life Insurance
ACBI,Finance,Major Banks
AY,Public Utilities,Electric Utilities: Central
ATLC,Finance,Finance: Consumer Services
AAWW,Transportation,Transportation Services
AFH,Finance,Property-Casualty Insurers
AFHBL,Finance,Property-Casualty Insurers
TEAM,Technology,Computer Software: Prepackaged Software
ATNI,Public Utilities,Telecommunications Equipment
ATOM,Technology,Semiconductors
ATOS,Health Care,Major Pharmaceuticals
ATRC,Health Care,Medical/Dental Instruments
ATRI,Health Care,Medical/Dental Instruments
ATIS,Basic Industries,Miscellaneous
ATISW,Basic Industries,Miscellaneous
ATTU,Technology,Computer Software: Prepackaged Software
LIFE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,Finance,Major Banks
BOLD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,Public Utilities,Telecommunications Equipment
AEYE,Technology,Computer Software: Prepackaged Software
AUPH,Health Care,Major Pharmaceuticals
EARS,Health Care,Major Pharmaceuticals
JG,Technology,"Computer Software: Programming, Data Processing"
ADSK,Technology,Computer Software: Prepackaged Software
AUTL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,Technology,EDP Services
AUTO,Technology,"Computer Software: Programming, Data Processing"
AVDL,Health Care,Major Pharmaceuticals
AVCO,Consumer Services,Professional Services
AVDR,Health Care,Major Pharmaceuticals
ATXI,Health Care,Major Pharmaceuticals
AVEO,Health Care,Major Pharmaceuticals
AVNW,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,Health Care,Major Pharmaceuticals
CDMOP,Health Care,Major Pharmaceuticals
AVID,Technology,Computer Software: Prepackaged Software
AVGR,Health Care,Medical/Dental Instruments
CAR,Consumer Services,Rental/Leasing Companies
AVT,Consumer Non-Durables,Electronic Components
AVRO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWRE,Technology,Computer Software: Prepackaged Software
ACLS,Technology,Industrial Machinery/Components
AXGN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,Capital Goods,Ordnance And Accessories
AXNX,Health Care,Medical/Dental Instruments
AXGT,Health Care,Major Pharmaceuticals
AXSM,Health Care,Major Pharmaceuticals
AXTI,Technology,Semiconductors
AYTU,Health Care,Major Pharmaceuticals
AZRX,Health Care,Major Pharmaceuticals
BCOM,Consumer Services,Telecommunications Equipment
RILY,Miscellaneous,Business Services
RILYG,Miscellaneous,Business Services
RILYH,Miscellaneous,Business Services
RILYI,Miscellaneous,Business Services
RILYL,Miscellaneous,Business Services
RILYZ,Miscellaneous,Business Services
BOSC,Technology,Computer Communications Equipment
BIDU,Technology,"Computer Software: Programming, Data Processing"
BCPC,Basic Industries,Major Chemicals
BLDP,Energy,Industrial Machinery/Components
BANF,Finance,Major Banks
BANFP,Finance,Major Banks
BCTF,Finance,Savings Institutions
BAND,Technology,Computer Software: Prepackaged Software
BFC,Finance,Major Banks
BOCH,Finance,Major Banks
BMRC,Finance,Major Banks
BMLP,Finance,Commercial Banks
BKSC,Finance,Major Banks
BOTJ,Finance,Major Banks
OZK,Finance,Major Banks
BSVN,Finance,Major Banks
BFIN,Finance,Savings Institutions
BFL,n/a,n/a
BWFG,Finance,Major Banks
BANR,Finance,Major Banks
BZUN,Consumer Services,Catalog/Specialty Distribution
DFVL,Finance,Commercial Banks
DFVS,Finance,Commercial Banks
DLBS,Finance,Commercial Banks
DTUL,Finance,Commercial Banks
DTUS,Finance,Commercial Banks
DTYL,Finance,Commercial Banks
DTYS,Finance,Commercial Banks
FLAT,Finance,Commercial Banks
STPP,Finance,Commercial Banks
TAPR,Finance,Commercial Banks
BBSI,Technology,Professional Services
GOLD,Basic Industries,Precious Metals
BSET,Consumer Durables,Home Furnishings
ZTEST,n/a,n/a
BCML,Finance,Major Banks
BCBP,Finance,Savings Institutions
BECN,Consumer Services,RETAIL: Building Materials
BBGI,Consumer Services,Broadcasting
BBBY,Consumer Services,Home Furnishings
BGNE,Health Care,Major Pharmaceuticals
BELFA,Capital Goods,Electrical Products
BELFB,Capital Goods,Electrical Products
BLPH,Health Care,Major Pharmaceuticals
BLCM,Health Care,Major Pharmaceuticals
BNCL,Finance,Savings Institutions
BNFT,Technology,Computer Software: Prepackaged Software
BNTC,Health Care,Major Pharmaceuticals
BNTCW,Health Care,Major Pharmaceuticals
BRY,Energy,Oil & Gas Production
BYSI,Health Care,Major Pharmaceuticals
BGCP,Finance,Investment Bankers/Brokers/Service
BGFV,Consumer Services,Other Specialty Stores
BRPA,Finance,Business Services
BRPAR,Finance,Business Services
BRPAU,Finance,Business Services
BRPAW,Finance,Business Services
BILI,Technology,EDP Services
BASI,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Health Care,Major Pharmaceuticals
BIOC,Health Care,Medical Specialities
BCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,Health Care,Major Pharmaceuticals
BFRA,Health Care,Major Pharmaceuticals
BIIB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,Consumer Services,Other Consumer Services
BKYI,Technology,Computer Communications Equipment
BIOL,Health Care,Medical/Dental Instruments
BLFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,Health Care,Major Pharmaceuticals
BMRN,Health Care,Major Pharmaceuticals
BMRA,Health Care,Medical/Dental Instruments
BNGO,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,Health Care,Major Pharmaceuticals
BIOS,Health Care,Medical/Nursing Services
BSGM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC,Health Care,Major Pharmaceuticals
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,Health Care,Medical Specialities
BTAI,Health Care,Major Pharmaceuticals
BCAC,Health Care,Major Pharmaceuticals
BCACR,Health Care,Major Pharmaceuticals
BCACU,Health Care,Major Pharmaceuticals
BCACW,Health Care,Major Pharmaceuticals
BJRI,Consumer Services,Restaurants
BRAC,Finance,Business Services
BRACR,Finance,Business Services
BRACU,Finance,Business Services
BRACW,Finance,Business Services
BLKB,Technology,Computer Software: Prepackaged Software
BL,Technology,Computer Software: Prepackaged Software
BKCC,n/a,n/a
TCPC,n/a,n/a
BLNK,Consumer Durables,Electrical Products
BLNKW,Consumer Durables,Electrical Products
BLMN,Consumer Services,Restaurants
BCOR,Finance,Finance: Consumer Services
BLBD,Capital Goods,Construction/Ag Equipment/Trucks
BHBK,Finance,Major Banks
BLUE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,Energy,Natural Gas Distribution
BKEPP,Energy,Natural Gas Distribution
BPMC,Health Care,Major Pharmaceuticals
ITEQ,n/a,n/a
BMCH,Consumer Services,RETAIL: Building Materials
WIFI,Consumer Services,Telecommunications Equipment
BOKF,Finance,Major Banks
BOKFL,Finance,Major Banks
BNSO,Capital Goods,Industrial Machinery/Components
BKNG,Miscellaneous,Business Services
BRQS,Technology,EDP Services
BOMN,Finance,Real Estate
BPFH,Finance,Major Banks
EPAY,Technology,Computer Software: Prepackaged Software
BOXL,Miscellaneous,Industrial Machinery/Components
BWMC,Finance,Business Services
BWMCU,Finance,Business Services
BWMCW,Finance,Business Services
BCLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVNSC,n/a,n/a
BDGE,Finance,Major Banks
BLIN          ,Technology,Computer Software: Prepackaged Software
BWB,Finance,Major Banks
BRID,Consumer Non-Durables,Specialty Foods
BCOV,Technology,EDP Services
BHF,Finance,Life Insurance
BHFAL,Finance,Life Insurance
AVGO,Technology,Semiconductors
BVSN,Technology,Computer Software: Prepackaged Software
BYFC,Finance,Savings Institutions
BWEN,Capital Goods,Metal Fabrications
BPY,Finance,Real Estate
BPR,Consumer Services,Real Estate Investment Trusts
BPRAP,Consumer Services,Real Estate Investment Trusts
BRKL,Finance,Savings Institutions
BRKS,Technology,Industrial Machinery/Components
DOOO,Capital Goods,Industrial Specialties
BRKR,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Finance,Major Banks
BLMT,Finance,Major Banks
BSQR,Miscellaneous,Business Services
BLDR,Consumer Services,RETAIL: Building Materials
BFST,Finance,Major Banks
CFFI,Finance,Major Banks
CHRW,Transportation,Oil Refining/Marketing
CCMP,Technology,Semiconductors
CDNS,Technology,Computer Software: Prepackaged Software
CDZI,Public Utilities,Water Supply
CZR,Consumer Services,Hotels/Resorts
CSTE,Capital Goods,Building Materials
CLBS,Health Care,Hospital/Nursing Management
CHY,n/a,n/a
CHI,n/a,n/a
CCD,n/a,n/a
CHW,n/a,n/a
CGO,n/a,n/a
CSQ,n/a,n/a
CAMP,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,Consumer Non-Durables,Farming/Seeds/Milling
CALA,Health Care,Major Pharmaceuticals
CALM,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,Energy,Integrated oil Companies
CRUSC,n/a,n/a
CLXT,Basic Industries,Agricultural Chemicals
CATC,Finance,Major Banks
CAC,Finance,Major Banks
CAMT,Capital Goods,Electronic Components
CSIQ,Technology,Semiconductors
CGIX,Health Care,Medical Specialities
CPHC,Consumer Services,Services-Misc. Amusement & Recreation
CBNK,Finance,Major Banks
CCBG,Finance,Major Banks
CPLP,Transportation,Marine Transportation
CSWC,Consumer Non-Durables,Textiles
CSWCL,Consumer Non-Durables,Textiles
CPTA,n/a,n/a
CPTAG,n/a,n/a
CPTAL,n/a,n/a
CFFN,Finance,Savings Institutions
CAPR,Health Care,Major Pharmaceuticals
CSTR,Finance,Major Banks
CPST,Energy,Industrial Machinery/Components
CARA,Health Care,Major Pharmaceuticals
CBLK,Technology,Computer Software: Prepackaged Software
CARB,Technology,EDP Services
CSII,Health Care,Medical/Dental Instruments
CDLX,Technology,"Computer Software: Programming, Data Processing"
CATM,Miscellaneous,Business Services
CDNA,Health Care,Medical Specialities
CECO,Consumer Services,Other Consumer Services
CTRE,Consumer Services,Real Estate Investment Trusts
CARG,Technology,EDP Services
CARO,Finance,Major Banks
CART,Finance,Major Banks
CRZO,Energy,Oil & Gas Production
TAST,Consumer Services,Restaurants
CARV,Finance,Savings Institutions
CASM,Health Care,Medical/Dental Instruments
CASA,Technology,Radio And Television Broadcasting And Communications Equipment
CWST,Public Utilities,Environmental Services
CASY,Consumer Durables,Automotive Aftermarket
CASI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,Miscellaneous,Business Services
CTRM,Transportation,Marine Transportation
CATB,Health Care,Major Pharmaceuticals
CBIO,Health Care,Major Pharmaceuticals
CPRX,Health Care,Major Pharmaceuticals
CATS,Health Care,Hospital/Nursing Management
CATY,Finance,Major Banks
CGVIC,n/a,n/a
CIVEC,n/a,n/a
CVCO,Basic Industries,Homebuilding
CBFV,Finance,Major Banks
CBAT,Miscellaneous,Industrial Machinery/Components
CBMB,Finance,Savings Institutions
CBOE,n/a,n/a
CBTX,Finance,Major Banks
CDK,Miscellaneous,Business Services
CDW,Consumer Services,Catalog/Specialty Distribution
CECE,Capital Goods,Pollution Control Equipment
CELC,Health Care,Medical Specialities
CELG,Health Care,Major Pharmaceuticals
CELGZ,Health Care,Major Pharmaceuticals
CLDX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,n/a,n/a
APOPW,n/a,n/a
CLRB,Health Care,Major Pharmaceuticals
CLRBW,Health Care,Major Pharmaceuticals
CLRBZ,Health Care,Major Pharmaceuticals
CLLS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Health Care,Major Pharmaceuticals
CELH,Consumer Non-Durables,Beverages (Production/Distribution)
CYAD,Health Care,Major Pharmaceuticals
CETX,Capital Goods,Industrial Machinery/Components
CETXP,Capital Goods,Industrial Machinery/Components
CETXW,Capital Goods,Industrial Machinery/Components
CDEV,Energy,Oil & Gas Production
CSFL,Finance,Major Banks
CETV,Consumer Services,Broadcasting
CFBK,Finance,Savings Institutions
CENT,Consumer Durables,Consumer Specialties
CENTA,Consumer Durables,Consumer Specialties
CVCY,Finance,Major Banks
CTRC,Consumer Non-Durables,Apparel
CENX,Basic Industries,Aluminum
CNBKA,Finance,Major Banks
CNTY,Consumer Services,Hotels/Resorts
CRNT,Technology,Radio And Television Broadcasting And Communications Equipment
CERC,Health Care,Major Pharmaceuticals
CERN,Technology,EDP Services
CERS,Health Care,Medical/Dental Instruments
KOOL,Capital Goods,Medical Specialities
CEVA,Technology,Semiconductors
CFFA,Finance,Business Services
CFFAU,Finance,Business Services
CFFAW,Finance,Business Services
CSBR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYOU,Technology,Computer Software: Prepackaged Software
BURG,Consumer Services,Restaurants
CTHR,Consumer Durables,Consumer Specialties
GTLS,Capital Goods,Metal Fabrications
CHTR,Consumer Services,Television Services
CTAC,Finance,Business Services
CTACU,Finance,Business Services
CTACW,Finance,Business Services
CHKP,Technology,Computer Software: Prepackaged Software
CHEK,Health Care,Medical Electronics
CHEKW,Health Care,Medical Electronics
CHEKZ,Health Care,Medical Electronics
CKPT,Health Care,Major Pharmaceuticals
CEMI,Health Care,Major Pharmaceuticals
CHFC,Finance,Major Banks
CCXI,Health Care,Major Pharmaceuticals
CHMG,Finance,Major Banks
CHKE,Consumer Non-Durables,Apparel
CHFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHMA,Health Care,Major Pharmaceuticals
CSSE,Consumer Services,Movies/Entertainment
CSSEP,Consumer Services,Movies/Entertainment
PLCE,Consumer Services,Clothing/Shoe/Accessory Stores
CMRX,Health Care,Major Pharmaceuticals
CADC,Basic Industries,Engineering & Construction
CAAS,Capital Goods,Auto Parts:O.E.M.
GLG,Finance,Major Banks
CBPO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCL,Capital Goods,Building Materials
CCRC,Miscellaneous,Business Services
JRJC,Finance,Investment Bankers/Brokers/Service
HGSH,Finance,Real Estate
CIFS,Consumer Services,Professional Services
CJJD,Consumer Durables,Specialty Chemicals
CLDC,Finance,Diversified Financial Services
CHNR,Basic Industries,Precious Metals
CREG,Miscellaneous,Business Services
SXTC,Health Care,Major Pharmaceuticals
CNTF,n/a,n/a
CXDC,Capital Goods,Containers/Packaging
CCIH,Technology,EDP Services
CNET,Technology,"Computer Software: Programming, Data Processing"
IMOS,Technology,Semiconductors
CDXC,Consumer Durables,Specialty Chemicals
CHSCL,Consumer Services,Farming/Seeds/Milling
CHSCM,Consumer Services,Farming/Seeds/Milling
CHSCN,Consumer Services,Farming/Seeds/Milling
CHSCO,Consumer Services,Farming/Seeds/Milling
CHSCP,Consumer Services,Farming/Seeds/Milling
CHDN,Consumer Services,Services-Misc. Amusement & Recreation
CHUY,Consumer Services,Restaurants
CDTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMCT,Consumer Services,Real Estate Investment Trusts
CMCTP,Consumer Services,Real Estate Investment Trusts
CMPR,Miscellaneous,Publishing
CINF,Finance,Property-Casualty Insurers
CIDM,Consumer Services,Consumer Electronics/Video Chains
CTAS,Consumer Non-Durables,Apparel
CRUS,Technology,Semiconductors
CSCO,Technology,Computer Communications Equipment
CTRN,Consumer Services,Clothing/Shoe/Accessory Stores
CTXR,Health Care,Major Pharmaceuticals
CTXRW,Health Care,Major Pharmaceuticals
CZNC,Finance,Major Banks
CZWI,Finance,Savings Institutions
CZFC,Finance,Major Banks
CIZN,Finance,Major Banks
CTXS,Technology,Computer Software: Prepackaged Software
CHCO,Finance,Major Banks
CIVB,Finance,Major Banks
CIVBP,Finance,Major Banks
